date,post id,content/type,text,link post,likes,comments,shares,saved,impressions,reach,video_views,plays,replies,interactions,engagement_rate
2023-02-24,63ff0a7c3331cc4684551aa5,reels,"Hanya mengira-ngira…… 
Happy weekend semua 
😬😬

#meme #cuapcuapcuan #investasi #cnbcindonesia #gajian",https://www.instagram.com/reel/CpDGhrIJM_4/,4006,74,705,393,0,128281,0,123977,0,4473,4.04
2023-02-24,63ff0a7c3331cc4684551aa7,photo,"Menteri Keuangan Sri Mulyani Indrawati menanggapi temuan masyarakat terkait pejabat Kementerian Keuangan (Kemenkeu) yang diduga tidak memenuhi Laporan Harta Kekayaan Penyelenggara Negara (LHKPN).

""Untuk LHKPN dan ada harta yang tidak dilaporkan, di medsos masyarakat melihat seperti itu, dan LHKPN itu terbuka untuk publik jadi ini merupakan bentuk transparansi untuk melihat kalau ada seseorang pejabat yang menunjukkan suatu tanda yang bersangkutan memiliki harta tidak wajar atau mereka klaim suatu harta tapi tidak terdaftar di LHKPN bisa dilaporkan ke WISE Kemenkeu,"" ujar Sri Mulyani dalam konferensi pers, Jumat (24/2/2023).

Terkait laporan harta kekayaan, melansir elhkpn.kpk.go.id ternyata terdapat 13.885 pegawai Kemenkeu yang belum melaporkan harta kekayaan 2022 ke Komisi Pemberantasan Korupsi (KPK).

Total terdapat 32.191 orang di jajaran Kemenkeu yang wajib lapor harta kekayaan. Sampai Kamis (23/2/2023), baru 56,87% atau 18.306 orang yang sudah lapor. Rendahnya capaian tersebut dikarenakan waktu pelaporan masih ada sampai 31 Maret 2023.

Sementara pada tahun-tahun sebelumnya, tingkat pelaporan sangat tinggi bahkan nyaris 100%. Sebanyak 78.640 pegawai hingga saat ini dan berdasarkan status laporan pejabat negara dan harta kekayaan untuk periode 2022 jumlahnya telah mencapai 99,98% dari total pejabat.

Baca berita menarik lainnya di cnbcindonesia.com

#lhkpn #pajak #kemenkeu #srimulyani",https://www.instagram.com/p/CpCu1snpg2e/,3089,276,0,126,110806,105258,0,0,0,3491,3.32
2023-02-24,63ff0a7d3331cc4684551aa9,photo,"Rafael Alun Trisambodo yang merupakan orang tua dari Mario Dandy Satrio (MDS) baru saja dicopot dari tugas dan jabatan di Direktorat Jenderal Pajak (DJP).

Kini Rafael menyatakan pengunduran diri dari Aparatur Sipil Negara DJP mulai Jumat 24 Februari 2023.

Demikianlah dokumen yang diterima CNBC Indonesia, Jumat (24/2/2023). 

Rafael juga kembali mengucapkan permohonan maaf atas perbuatan anaknya dan berkomitmen mengikuti prosedur pemeriksaan terhadap dirinya.

Bagaimana isi dari surat pengundurannya?

Baca artikel selengkapnya hanya di cnbcindonesia.com

#breakingnews",https://www.instagram.com/p/CpCkD_jvmND/,4515,294,0,137,150495,141859,0,0,0,4946,3.49
2023-02-24,63ff0a7d3331cc4684551aab,carousel,"Hujan deras Jumat dini hari hingga siang (24/2) menyebabkan beberapa jalanan di Jakarta mengalami kemacetan. 

Foto: Muhammad Sabki| CNBC Indonesia

#hujan #macet #jakarta",https://www.instagram.com/p/CpCaqyrJC7e/,907,16,0,14,48622,42244,0,0,0,937,2.22
2023-02-24,63ff0a7e3331cc4684551aad,photo,"Inspektur Jenderal Kementerian Keuangan Awan Nurmawan Nuh mengatakan, pencopotan jabatan ini dilakukan dalam rangka mempermudah pemeriksaan terhadap harta kekayaannya yang mencapai Rp 56,1 miliar.

""Dicopot dari jabatannya. Tapi status beliau masih PNS. Makanya kita periksa, nanti lihat hasil pemeriksaannya,"" ujar Awan saat ditemui di Direktorat Jenderal Pajak.

Karena masih berstatus sebagai Aparatur Sipil Negara (ASN) RAT masih tetap terikat dengan seluruh kode etik, seluruh disiplin, dan seluruh aturan administrasi ASN, termasuk soal gaji.

Namun, Awan menekankan, RAT tidak mendapatkan tunjangan.

Baca artikel selengkapnya berjudul 'Jabatan Dicopot Sri Mulyani, Rafael Tetap PNS & Terima Gaji!' hanya di cnbcindonesia.com

--",https://www.instagram.com/p/CpCFpckhcN0/,3497,223,0,106,161840,151121,0,0,0,3826,2.53
2023-02-24,63ff0a7e3331cc4684551aaf,carousel,"Dengan Rp150.000 saja, kamu bisa mendapatkan banyak insight mengenai Sustainable Business dan pengalaman yang menarik dari para speakers di OPPO Creativepreneur Corner 2023 Powered by BNI, sesuai kota pilihanmu!

Untuk kamu pengguna Kartu Debit dan Kredit BNI berlogo Mastercard / Visa, ada promo special price loh jadi hanya Rp100.000,- aja!✨

Yuk segera daftarkan dirimu di event.detik.com dan ikuti step-step diatas!

See you✨

#OPPOCPC2023",https://www.instagram.com/p/CpB-vosJiMz/,61,0,0,1,7781,6432,0,0,0,62,0.96
2023-02-24,63ff0a7e3331cc4684551ab1,photo,"Menteri Keuangan Sri Mulyani Indrawati mencopot Rafael Alun Trisambodo yang merupakan orang tua dari Mario Dandy Satrio (MDS) dari tugas dan jabatan di Direktorat Jenderal Pajak (DJP).

""Mulai hari ini saudara RAT dicopot dari tugas dan jabatannya,"" kata Sri Mulyani dalam konferensi pers, Jumat (24/2/2023).

Keputusan ini didapatkan setelah dilakukan pemeriksaan dalam beberapa waktu terakhir oleh Inspektorat Jenderal Kemenkeu.

""Saya sudah menginstruksikan inspektorat jenderal untuk melakukan pemeriksaan harta kekayaan, dalam hal ini kewajaran dari harta saudara RAT,"" jelasnya.

Dasar pencopotan dari jabatan struktural adalah pasal 31 ayat 1 PP 94 tahun 2021 mengenai disiplin pegawai negeri sipil.

--",https://www.instagram.com/p/CpBy8XyL547/,10154,915,0,363,217772,199593,0,0,0,11432,5.73
2023-02-24,63ff0a7e3331cc4684551ab3,photo,"Direktorat Jenderal Pajak (DJP) menjadi sorotan masyarakat setelah kasus penganiayaan yang dilakukan oleh remaja berusia 20 tahun bernama Mario Dandy Satrio (MDS).

MDS pun ternyata sering mengumbar harta kekayaannya melalui akun TikTok @mariodandys. Harta itu diduga milik bapaknya, Rafael.

Jika ditelusuri, berbagai unggahan @mariodandys berisi kendaraan-kendaraan mewah.

Bahkan, unggahan terakhirnya berisi video mobil Jeep Rubicon yang menggunakan pelat nomor 'B 2571 PBP'. Lalu juga ada unggahan menggunakan motor Harley Davidson.

Ternyata, dalam data LHKPN, Rafael merupakan pejabat negara dengan jabatan terakhir Kepala Bagian Umum di Direktorat Jenderal Pajak Kementerian Keuangan.

Dalam LHKPN periodik pada 31 Desember 2021, kekayaan ayahanda MDS ini telah mencapai Rp 56,10 miliar, naik dari laporan LHKPN pada 31 Desember 2020 sebesar Rp 55,65 miliar.

Pada awal pelaporan, yaitu 22 Januari 2015 total harta kekayaannya sudah sebanyak Rp 35,28 miliar.

Dalam LHKPN itu, Rafael mencatatkan total harta kekayaan sebagian besar dari hasil sendiri, namun juga ada yang berasal dari hibah tanpa akta, serta warisan.

Adapun, Rafael tercatat tidak melaporkan kepemilikan utang sama sekali. Sebagai catatan, besaran harta kekayaan Rafael hampir menyaingi harta kekayaan Sri Mulyani yang tercatat di LHKPN.

Tak pelak publik bertanya-tanya, berapa sebenarnya gaji Rafael yang merupakan seorang pejabat eselon III di Direktorat Jenderal Pajak Kementerian Keuangan.

PNS golongan paling rendah yakni golongan I, gaji yang didapat sebesar Rp 1.560.800 - Rp 2.686.500.

Sementara itu, PNS dengan golongan paling tinggi yakni golongan IV, gaji rata-rata sebesar Rp 3.044.300 - Rp 5.901.200.

Akan tetapi, seperti disampaikan di atas, ada perbedaan dari besaran tunjangan kinerja (tukin) PNS. Perbedaan besaran ini tergantung pada jabatan dan instansi.

Baca artikel artikel lengkapnya berjudul 'Bisa Beli Rubicon & Harley, Berapa Gaji PNS Eselon III Pajak?' hanya di cnbcindonesia.com

#perrywarjiyo #gubernurbi #bankindonesia",https://www.instagram.com/p/CpBxGc-pD41/,3114,167,0,143,134051,129547,0,0,0,3424,2.64
2023-02-24,63ff0a7e3331cc4684551ab5,reels,"Sobat CNBC sudah dengar belum kalau PT Pertamina Geothermal Energi Tbk (PGEO) akan menggelar penawaran umum saham atau initial public offering (IPO) di bulan Februari 2023.

IPO perusahaan telah mendapat persetujuan dari Kementerian Energi dan Sumber Daya Mineral (ESDM).

Nih, mimin kasih bocoran ya mengenai gambaran umum IPO Pertamina Geothermal, disimak ya…",https://www.instagram.com/reel/CpBrVsjtBVL/,373,12,25,26,0,20245,0,18978,0,411,2.15
2023-02-24,63ff0a7e3331cc4684551ab7,photo,"Presiden Joko Widodo (Jokowi) meminta pemerintah daerah (pemda) membantu ekonomi tumbuh lebih tinggi dibandingkan tahun sebelumnya. Salah satunya berupaya mendorong masyarakat belanja.

""Kita tahu di 2022 konsumsi masyarakat rumah tangga di angka 4,93% dan kita harapkan di 2024 nanti bisa muncul 5,4%. Kalau ini terjadi pertumbuhan ekonomi otomatis juga akan naik,"" kata Jokowi saat memberikan pengarahan kepada Asosiasi Pemerintah Provinsi Seluruh Indonesia (APPSI) di Balikpapan, Kamis (23/2/2023)

Apalagi kini kebijakan pemberlakuan pembatasan kegiatan masyarakat (PPKM) sudah dicabut.

""Hal-hal berkaitan dengan spending belanja masyarakat jangan sampai ada yang menahan-nahan,"" tegas Jokowi.

Jokowi mengingatkan pada 2022, kenaikan dana tabungan masyarakat di perbankan mencapai Rp 690 triliun. Dana tersebut harus cair agar ekonomi nasional dapat berputar.

Baca artikel artikel lengkapnya berjudul 'Tabungan Orang RI Naik Rp690 T, Jokowi: Itu Tidak Boleh!' hanya di cnbcindonesia.com

#jokowi #belanja #konsumsi #pdb",https://www.instagram.com/p/CpBjWtSJbh0/,6194,395,0,359,234540,220466,0,0,0,6948,3.15
2023-02-23,63ff0a7e3331cc4684551ab9,carousel,"Panggilan untuk kawan-kawan di Makassar, Medan, & Malang! ✨

@creativepreneurec 2023 bakal hadir kembali dengan dukungan dari @OPPOIndonesia & @bni46

Acara ini juga menggandeng sederet nama penting yang siap untuk membagikan kisah inspiratif mereka buat kita semua yang hadir!

Dengan Rp150.000 saja, kamu bisa mendapatkan banyak insight mengenai Sustainable Business dan pengalaman yang menarik dari para speakers di OPPO Creativepreneur Corner 2023 Powered by BNI, sesuai kota pilihanmu!

Untuk kamu pengguna Kartu Debit dan Kredit BNI berlogo Mastercard / Visa, ada promo special price loh jadi hanya Rp100.000,- aja!✨

Jadi, udah siap buat belajar banyak hal mulai dari akhir bulan ini? 👀

Tickets available on event.detik.com 🎫

See you on the corner, everyone!

#OPPOCPC2023",https://www.instagram.com/p/CpAliCHJ-lU/,125,1,0,5,12853,10751,0,0,0,131,1.22
2023-02-23,63ff0a7e3331cc4684551abb,reels,"Dugaan tindakan penganiayaan yang dilakukan oleh anak seorang pejabat di Direktorat Jenderal Pajak berusia 20 tahun, terhadap anak Pengurus Pusat GP Ansor Jonathan Latumahina bernama David (CDO) usia 17 tahun, sampai mencuri perhatian Menteri Keuangan Sri Mulyani Indrawati.

Selain karena aksi kekerasannya itu, Sri Mulyani turut mengecam gaya hidup mewah yang dipamerkan Mario Dandy Satrio (MDS), melalui akun media sosial TikTok miliknya @mariodandys. 

Akibat gaya hidup mewah yang diumbar itu, Kementerian Keuangan ikut memeriksa si bapaknya yang merupakan Kepala Bagian Umum Ditjen Pajak Rafael Alun Trisambodo.

Simak berita menarik lainnya di cnbcindonesia.com

#pajak #djp #ditjenpajak #rubicon",https://www.instagram.com/reel/CpAdws0Jcj8/,5333,506,671,325,0,195042,0,197472,0,6164,3.5
2023-02-23,63ff0a7e3331cc4684551abd,photo,"Presiden Joko Widodo (Jokowi) akhirnya buka suara perihal alasan dirinya memilih Perry Warjiyo sebagai calon tunggal Gubernur Bank Indonesia periode 2023-2028.

Jokowi mengungkapkan bahwa dirinya memilih sosok Perry mengingat koordinasi kebijakan moneter dan fiskal yang dijalannya selama ini cukup baik.

Terlebih lagi, di dalam kondisi ketidakpastian global yang tinggi, Jokowi merasa sosok yang berpengalaman menjadi pilihan terbaik.

""Jadi dalam situasi kegentingan global seperti saat ini kita tidak ingin mengambil risiko, fiskal dan moneter sangat-sangat penting dan kita harus menempatkan orang yang punya rekam jejak, jam terbang yang tinggi dan pengalaman yang tinggi,"" ujar Jokowi, saat ditemui wartawan di IKN, Kamis (23/2/2023).

Dia pun mengakui bahwa nama Perry Warjiyo telah dikirimkan kepada DPR.
--
Baca artikel artikel lengkapnya berjudul 'Jokowi: Calon Gubernur BI Adalah Perry Warjiyo' hanya di cnbcindonesia.com

#perrywarjiyo #gubernurbi #bankindonesia",https://www.instagram.com/p/CpAKF_wJDMa/,1014,21,0,24,51783,51783,0,0,0,1059,2.05
2023-02-23,63ff0a7e3331cc4684551abf,reels,"Sobat CNBC sini merapat…..

PT. Pertamina Geothermal Energi Tbk (PGEO) siap melantai di bursa saham loh pada Februari 2023. Diam-diam PGEO punya prospek pontensial loh

Apa saja sih? Simak dalam video berikut ini yaa…",https://www.instagram.com/reel/CpABqXLJvLc/,432,8,27,31,0,20276,0,19865,0,471,2.46
2023-02-23,63ff0a7e3331cc4684551ac1,photo,"Kepala Bagian Umum di Direktorat Jenderal Pajak Kementerian Keuangan Rafael Alun Trisambodo buka suara terkait jumlah harta kekayaannya dan permintaan maaf atas ulah anaknya, Mario Dandy Satrio yang melakukan penganiayaan.

Rafael meminta maaf atas ulang pamer harta dan penganiayaan yang dilakukan anaknya menimbulkan kegaduhan di masyarakat.

Rafael pun mengkonfirmasi bahwa anaknya, Mario telah melakukan penganiayaan kepada anak Pengurus Pusat (PP) GP Ansor Jonathan Latumahina, bernama David.

Dia juga menegaskan, bahwa yang dilakukan anaknya Mario merupakan masalah pribadi keluarga dan bukan masalah institusi Direktorat Jenderal Pajak (DJP).

""Saya Rafael Alun Trisambodo, orangtua dari Mario Dandy, dengan ini menyampaikan permintaan maaf kepada Mas David dan keluarga besar Bapak Jonathan, keluarga besar PBNU dan keluarga besar GP Ansor,"" ujarnya lewat video pernyataannya yang diterima CNBC Indonesia, Kamis (23/2/2023).

""Saya selalu mendoakan kesembuhan Mas David. Dan dalam kesempatan ini, saya juga ingin menegaskan, bahwa hal ini merupakan masalah pribadi keluarga kami,"" jelas Rafael lagi.

Baca perkembangan beritanya hanya di cnbcindonesia.com

#breakingnews",https://www.instagram.com/p/Co_9y0qJmyP/,2498,179,0,99,132577,126751,0,0,0,2776,2.19
2023-02-23,63ff0a7e3331cc4684551ac3,photo,"Kebohongan Elon Musk kembali terungkap. Pengacara Tesla di Jerman mengungkapkan bahwa jarak tempuh baterai mobil Tesla tak sampai setengah jarak tempuh yang diklaim si CEO.

Awal mula kebohongan Musk terungkap adalah upaya pelanggan di Jerman membatalkan pembelian karena mengklaim mobil yang diterima cacat produk. 

Hukum di Jerman memang mengizinkan pembatalan tersebut. Syaratnya, konsumen harus membayar kompensasi dalam jumlah tertentu.

Kompensasi dihitung secara proporsional tergantung pada kilometer yang telah ditempuh kendaraan dibandingkan dengan proyeksi umur kendaraan. Dengan kata lain, makin panjang umurnya, makin rendah kompensasi yang harus dibayar konsumen.

Dikutip pada Rabu (22/2/2032), Christoph Lindner dan Jennifer Hofmann bercerita kepada Autoevolution informasi soal jarak tempuh sebetulnya dari Tesla, tentang empat kasus pembatalan pembelian terkait Tesla.

Mereka mengungkapkan bahwa salah satu strategi para pengacara Tesla agar Tesla menerima kompensasi lebih besar lewat pengungkapan ekspektasi umur kendaraan.

Pengacara si konsumen menggunakan ekspektasi umur kendaraan yang digadang-gadang Elon Musk tentang kendaraan listrik itu, untuk menetapkan kompensasi yang harus dibayar ke Tesla.

Pengacara Tesla kemudian membantah standar tersebut dengan mengklaim Model 3 hanya bisa bertahan menempuh 200.000 km dan 250.000 km menurut hukum kasus yang berlaku.

Tesla kemudian berganti pengacara. Pengacara Tesla berkilah dan menyebut bahwa pengacara si pembeli salah mengartikan apa yang dikatakan CEO Tesla. Menurutnya, pernyataan Musk bukan pernyataan yang mengikat tetapi harus dimaknai sebagai iklan.

Baca berita menarik lainnya di cnbcindonesia.com

#tesla #elonmusk #mobillistrik",https://www.instagram.com/p/Co_1fNQplm5/,1955,27,0,82,98155,95743,0,0,0,2064,2.16
2023-02-23,63ff0a7e3331cc4684551ac5,carousel,"Arab Saudi kini tengah gencar-gencarnya melakukan pembangunan. Proyek ambisius dan 'gila' seakan tak ada habisnya dibangun.

Ini terjadi setelah kepemimpinan defacto negara itu jatuh ke tangan Putra Mahkota dan Perdana Menteri (PM) Mohammed Bin Salman (MBS). Dengan visi 2030, MBS menargetkan diversifikasi pendapatan negara, dari minyak ke pariwisata.

--",https://www.instagram.com/p/Co_g4JlrU2M/,1785,53,0,187,69282,60396,0,0,0,2025,3.35
2023-02-23,63ff0a7e3331cc4684551ac7,photo,"Kasus penganiayaan yang dilakukan oleh anak seorang pejabat di Direktorat Jenderal Pajak (DJP) berusia 20 tahun, terhadap anak Pengurus Pusat GP Ansor Jonathan Latumahina, bernama David.

Kasus ini menyita perhatian Menteri Keuangan Sri Mulyani Indrawati. Sri Mulyani mengecam gaya hidup mewah tersangka, Mario Dandy Satrio (MDS), anak dari pejabat DJP.

""Saat itu mobil ini menggunakan pelat nomor ini B-120-DEN, kemudian setelah dilakukan cek fisik nomor rangka dan nomor mesin oleh petugas dari Direktorat Lalu Lintas, maka nomor polisi ini tidak sesuai dengan peruntukannya ini,"" ujar Kapolres Metro Jakarta Selatan Kombes Ade Ary Syam Indradi.

Setelah Ditelusuri lebih dalam polisi menemukan mobil tersebut teregistrasi atas model Jeep Wrangler berkapasitas 3.600 cc dengan transmisi otomatis. Tak disangka, mobil tersebut punya nilai jual Rp 318 juta dengan status ""masa pajak habis"".

Pajak Kendaraan Bermotor (PKB) motor tersebut punya nilai sebesar Rp 6.678.000 dan SWDKLLJ Rp 143 ribu dengan masa berlaku 4 Februari 2023. 

Namun, pemilik kendaraan memiliki keterlambatan membayar pajak, angka tersebut belum ditambah PKB denda sebesar Rp 133.600 dan SWDKLLJ sebesar Rp 35.000. Jadi total pajak yang harus dibayarkan sebesar Rp 6.989.000.

Baca artikel selengkapnya yang berjudul 'Terbongkar! Anak Pejabat Pajak Ini Nunggak Pajak Rubicon' hanya di cnbcindonesia.com

--",https://www.instagram.com/p/Co_Ma_2p-5E/,6588,580,0,201,207966,199642,0,0,0,7369,3.69
2023-02-23,63ff0a7e3331cc4684551ac9,photo,"Awal 2022 lalu, kasus penipuan berkedok investasi atau trading menggemparkan Tanah Air. 

Kasus trading binary option Binomo membuat Indra Kenz pria yang digadang-gadang sebagai crazy rich tersebut divonis 10 tahun penjara.

Tetapi banyak pihak yang tidak bertanggung jawab menggunakan kedok trading forex dengan iming-iming keuntungan jumbo untuk melakukan penipuan.

Lantas bagaimana agar tidak terjerumus dengan penipuan yang berkedok trading forex?

Caranya sebenarnya sangat mudah, yakni bertransaksi di pialang (broker) lokal yang diregulasi oleh pemerintah, dalam hal ini Bappebti.

Selain itu yang patut diingat trading forex bisa menghasilkan profit yang sangat besar, tetapi sebanding dengan risikonya, high risk high return. 

Artinya, jika ada orang yang menawarkan janji profit yang besar dan pasti (fix income) dalam trading forex, sudah pasti merupakan penipuan.

Untuk diketahui lagi, trading forex harus dilakukan oleh nasabah sendiri. 

Jika ada oknum dari pialang berjangka yang menawarkan diri untuk melakukan transaksi, sementara nasabah hanya cukup menanamkan modal saja, hal tersebut menyalahi aturan dari Bappebti, dan patut waspada.

Trading dilakukan dengan memprediksi arah pergerakan pasangan mata uang, jika euro diprediksi menguat maka posisi yang diambil adalah beli (buy/long) EUR/USD. Sebaliknya jika euro diprediksi melemah maka posisi yang diambil jual (sell/short).

Sebagai catatan, trading forex hanya bisa dilakukan melalui broker forex.
Di Indonesia sendiri broker pada umumnya menyediakan leverage 1:100, maka jumlah modal yang dibutuhkan atau dikenal dengan margin untuk membuka 1 lot standar adalah 100.000/100 = US$ 1.000.

Baca artikel selengkapnya dengan judul Tak Seperti Indra Kenz, Ini Rekomendasi Trading yang Benar di cnbcindonesia.com

Sanggahan: Artikel ini adalah produk jurnalistik berupa pandangan CNBC Indonesia Research. Analisis ini tidak bertujuan mengajak pembaca untuk membeli, menahan, atau menjual produk atau sektor investasi terkait. Keputusan sepenuhnya ada pada diri pembaca, sehingga kami tidak bertanggung jawab terhadap segala kerugian maupun keuntungan yang timbul dari keputusan tersebut.

CNBC INDONESIA RESEARCH

#trading",https://www.instagram.com/p/Co--fDnJjOd/,1573,46,0,219,69722,66497,0,0,0,1838,2.76
2023-02-22,63ff0a7e3331cc4684551acb,reels,"Putra Mahkota sekaligus Perdana Menteri (PM) Arab Saudi, Mohammed Bin Salman (MBS), kembali meluncurkan proyek pembangunan ambisius di pusat kota Riyadh. 

Pekan lalu Arab Saudi telah mengesahkan pembangunan pusat kota modern terbesar di dunia bernama The Mukaab.

The Mukaab memiliki tinggi 400 meter, lebar 400 meter, dan panjang 400 meter. Para kritikusnya menyebutnya ""Ka'bah baru"" merujuk kekuasaan MBS yang makin kuat di Arab Saudi.

Lalu apa saja isinya? Simak dalam video berikut ini...

Simak berita menarik lainnya di cnbcindonesia.com

#kabahbaru #themukaab #arabsaudi",https://www.instagram.com/reel/Co-AxzPJ2je/,1057,36,76,62,0,52768,0,54158,0,1155,2.33
2023-02-22,63ff0a7e3331cc4684551acd,photo,"Inspektorat Jenderal Kementerian Keuangan bersama dengan unit kepatuhan internal Direktorat Jenderal Pajak akan memanggil bapak pelaku kasus penganiayaan anak Pengurus Pusat (PP) GP Ansor Jonathan Latumahina bernama David.

Pelaku penganiayaan sendiri berdasarkan pernyataan Polres Metro Jakarta Selatan bernama Mario Dandy Satrio (MDS).

Sedangkan nama bapak Mario diketahui merupakan Kepala Bagian Umum DJP bernama Rafael Alun Trisambodo berdasarkan data LHKPN KPK berharta Rp 56,1 miliar.

""Saat ini Inspektorat Jenderal Kemenkeu bekerja sama dengan unit kepatuhan internal Direktorat Jenderal Pajak sedang melakukan proses pemanggilan dalam rangka pemeriksaan terhadap pegawai yang bersangkutan,"" ujar Juru Bicara Kementerian Kuangan Yustinus Prastowo melalui siaran pers, Rabu (22/2/2023).

Baca artikel artikel lengkapnya berjudul 'Anak Doyan Pamer, PNS Pajak Berharta Rp 56M Bakal Diperiksa!' hanya di cnbcindonesia.com

#pns #pamer",https://www.instagram.com/p/Co9y-LDr2-K/,10011,793,0,469,283959,268517,0,0,0,11273,4.2
2023-02-22,63ff0a7e3331cc4684551acf,photo,"Pemerintah Indonesia tengah menggencarkan agenda hilirisasi untuk komoditas hasil tambang.

Hilirisasi diharapkan dapat meningkatkan nilai tambah komoditas, memperkuat struktur industri, serta meningkatkan peluang usaha dalam negeri dengan tersedianya lapangan pekerjaan baru.

Di sisi lain, Indonesia masih memiliki tugas untuk mengukur ketahanan energi demi bisa mencapai kemandirian energi.

Dalam melihat peluang sekaligus tantangan perihal pertambangan dan energi, CNBC Indonesia menghadirkan Energy & Mining Outlook 2023 dengan tema ""Menuju Kemandirian Energi dan Hilirisasi Tambang RI"".

Hari:  Kamis, 23 Februari 2023
Waktu: pukul 09.00 WIB
Lokasi: Samisara Grand Ballroom, Sopo Del Tower, Jakarta

Energy & Mining Outlook 2023 dibagi ke dalam dua sesi:

- Sesi pertama mengangkat tema ""Mengukur Ketahanan Energi RI di Tengah Awan Gelap Ekonomi"", 
- Sesi kedua dengan tema ""Industri Tambang Kunci Indonesia Melompat Jadi Negara Maju""

Saksikan #energyminingoutlook2023 secara eksklusif dan live di CNBC Indonesia TV dan streaming di cnbcindonesia.com.

Acara ini didukung oleh PT PLN Persero, PT Pertamina Persero, Sumber Global Energi, PT Mirah Ganal Energi, PT Timah Tbk. dan MIND ID.

#event",https://www.instagram.com/p/Co9sRZ1pUNL/,78,1,0,7,8203,7862,0,0,0,86,1.09
2023-02-22,63ff0a7e3331cc4684551ad1,photo,"Menjelang bulan Ramadhan, harga beras di pasaran terpantau mengalami kenaikan secara signifikan.

Bahkan, untuk harga beras premium jenis Pandan Wangi per karung 50 kg, harganya hampir menyentuh Rp 1 juta per karung. Kok bisa?

Sehu, seorang pedagang beras di Pasar Enjo, Jatinegara, Jakarta Timur mengaku bahwa dirinya sempat membeli beras premium jenis Pandan Wangi di harga Rp 930-940 ribu per karung, harga tersebut merupakan harga beli dia pada pekan lalu.

Berapa harga beras merek lainnya? Baca artikel lengkapnya berjudul ""Ngelus Dada! Beras Ini Dijual Nyaris Rp 1 Juta per Karung'

#beras #hargaberas",https://www.instagram.com/p/Co9jPSrp5K9/,3749,205,0,173,206863,195279,0,0,0,4127,2.11
2023-02-22,63ff0a7e3331cc4684551ad3,photo,"Presiden Joko Widodo resmi membubarkan maskapai Merpati Airlines. Hal ini dilakukan setelah maskapai ini tak operasi sejak 2014 dengan kondisi keuangan yang berdarah-darah.

Hal ini ditandai dari penerbitan Peraturan Pemerintah Nomor 8 Tahun 2023. tentang Pembubaran Perusahaan Perseroan (Persero) PT Merpati Nusantara Airlines, yang ditetapkan pada (20/2/2023).

 Baca berita menarik lainnya seputar ekonomi bisnis dan analisa mendalam di cnbcindonesia.com

#jokowi #maskapai #merpati",https://www.instagram.com/p/Co9e3ALJuXw/,1726,40,0,43,58521,56310,0,0,0,1809,3.21
2023-02-22,63ff0a7e3331cc4684551ad5,photo,"Kementerian Kesehatan dan Kesejahteraan Korsel mencatat bahwa sekitar 21 persen atau 8.248 pusat penitipan anak di seluruh Korsel tutup sejak akhir 2018 hingga akhir 2022.

Data terpisah menunjukkan bahwa jumlah anak yang terdaftar di daycare turun 22,6 persen dari 1,41 juta pada awal 2018 menjadi 1,09 juta pada akhir 2022.

""Alasan utama menurunnya jumlah pusat penitipan anak adalah penurunan keseluruhan tingkat kesuburan negara,"" jelas Kementerian Kesehatan Korsel.

Korea tengah berjuang dengan angka kelahiran yang anjlok drastis karena banyak anak muda menunda atau menyerah untuk menikah dan memiliki anak. Banyak generasi muda mengeluhkan sulitnya mendapatkan pekerjaan yang layak di tengah perlambatan ekonomi yang berkepanjangan. 

Jumlah rata-rata anak yang dikandung seorang wanita Korea Selatan dalam hidupnya mencapai titik terendah sepanjang masa, hanya sebesar 0,81 tahun lalu, turun dari 0,84 tahun lalu.

Sementara itu, tingkat kematian mencapai titik tertinggi sepanjang masa pada Mei 2022 di tengah penuaan yang cepat dan pandemi COVID-19.

Baca artikel selengkapnya yang berjudul 'Korea Krisis Generasi Muda, 8.000 Daycare Terpaksa Tutup' hanya di cnbcindonesia.com

--",https://www.instagram.com/p/Co88ElnA3K1/,2343,79,0,133,105894,101306,0,0,0,2555,2.52
2023-02-22,63ff0a7e3331cc4684551ad7,photo,"YUHUUU SURABAYA MANA SUARANYAAAA 📣📣📣

Female Daily akan hadir di SurabayaXBeauty tanggal 3,4,5 Maret 2023 di Grand City Convex!

Yuk catet tanggalnya dan ajak temen-temen kamu buat dateng. Jangan lupa beli tiket kamu di surabayaxbeauty.com atau melalui FD App kalian ya! Sampai jumpa di SurabayaXBeauty 2023👋🏻

#FDxBeauty2023 #SurabayaxBeauty2023 #BeautyEvent",https://www.instagram.com/p/Co81PyhJrV5/,69,5,0,1,7783,7432,0,0,0,75,1.01
